document_control_number,total_release,medium
1317215912027,3479,air
1322220779401,6,air
1322220803151,215,air
1323222022269,0,air
1315213819865,6,air
1315214278549,1,air
1315214288730,0,air
1316215342181,170,air
1317215820200,0,air
1314212942270,0,air
1314212892107,38,air
1324222743128,0,air
1319218525246,6940,air
1319218333944,965,air
1314212469478,4961,air
1322220992869,206,air
1319218193290,1438,air
1320219247057,22,air
1321220412783,2440,air
1314212690337,27,air
1322221144254,2,air
1322220732352,18295,air
1322221058656,357,air
1323221628908,755,air
1314211918685,0,air
1314212501062,1333,air
1324222709115,0,air
1314213122411,24358,air
1323221714797,0,air
1319218029914,1,air
1317215988573,0,air
1318216694479,12641,air
1321219448394,6,air
1316214961613,11880,air
1322220828673,0,air
1317216089983,1,air
1321219898398,40,air
1319218523468,3389,air
1315213686936,4184,air
1314213076882,0,air
1314212845566,4,air
1316215538986,17,air
1322220814786,41459,air
1323222163723,334,air
1314212748331,3274,air
1316215163421,26032,air
1314212444145,0,air
1314213174218,2220,air
1321219676172,0,air
1321219744568,268,air
1316214979371,32,air
1316214986008,0,air
1323221898327,0,air
1321220355263,27128,air
1322221300167,1,air
1320219126950,2134,air
1315214308734,62,air
1316215545563,0,air
1322221220484,1320000,air
1317216196004,56600,air
1324223047349,1752,air
1321219785173,0,air
1321219676741,212,air
1322220783563,3796,air
1318217035536,3,air
1321220152250,3,air
1321220165260,0,air
1322220732960,2,air
1321220518068,4,air
1318217217405,50,air
1318217282336,0,air
1324222971929,17,air
1315214331439,353,air
1314212936773,6,air
1315213202474,0,air
1315213658925,0,air
1315214325526,0,air
1316215033945,102137,air
1323221648645,9,air
1315213929134,128,air
1319218503492,126,air
1320219372404,370,air
1320219320874,1944,air
1316219408287,0,air
1315213832672,0,air
1314212953917,10,air
1319218491052,0,air
1323221636828,0,air
1315217687831,0,air
1321219811229,0,air
1322220673483,6,air
1323222224281,0,air
1315214097887,20406,air
1315213592583,76,air
1320219292315,0,air
1317216482087,5,air
1321219615768,0,air
1315214357232,5716,air
1315214117905,0,air
1314212823645,0,air
1314212632083,10,air
1321219790692,27,air
1314212503268,1500,air
1315214236857,766,air
1320219275841,6986,air
1322220763344,0,air
1319218044725,184,air
1320222385650,6190,air
1321219926072,293,air
1319218456325,1707,air
1323221539404,7,air
1319218325241,17445,air
1321220071284,0,air
1324223229497,237,air
1323222176479,18,air
1318216983472,32,air
1317215940572,0,air
1315213951369,0,air
1317216462352,30712,air
1316214956409,13107,air
1323222155347,844,air
1323221543200,0,air
1319218088363,0,air
1316216491959,5,air
1318218606123,1174,air
1320219184948,0,air
1321219456086,0,air
1316215516473,27,air
1320219202684,235456,air
1321220274296,255,air
1314212526848,66805,air
1315214128605,0,air
1314212792612,0,air
1314213090549,1,air
1324222987012,3,air
1316215576719,282162,air
1324223007360,0,air
1323221571603,42800,air
1315213992504,11879,air
1316215305160,586,air
1315214229472,0,air
1314212960037,6696,air
1315214272825,807,air
1317216135576,0,air
1315213557667,200,air
1315214343651,40,air
1320219112289,806,air
1316215055892,24,air
1320218718157,599406,air
1315213554886,513,air
1315214232744,510,air
1315214237099,21141,air
1316215770417,3633,air
1315214024150,107204,air
1317216458479,3486,air
1322221350907,225,air
1323222031433,27195,air
1323221977655,4098,air
1314212966307,565,air
1319218061810,4377,air
1319218429569,0,air
1315213891827,263,air
1319218514014,30690,air
1314212605909,8,air
1314213032319,755,air
1317216345710,784,air
1323221819194,79,air
1323221612361,14,air
1322220904433,1076,air
1321219968839,13108,air
1316215701246,0,air
1315213591528,0,air
1319218199065,0,air
1323222384721,2,air
1314212380265,0,air
1315214097913,0,air
1314212873311,828,air
1316215298908,6332,air
1316215516725,0,air
1323221534555,500,air
1323221649496,0,air
1314212533261,3343,air
1315214005922,51774,air
1319218486734,0,air
1321220452421,10,air
1322220670158,0,air
1316215475017,0,air
1321220477386,6073,air
1317216090249,2,air
1323221994751,0,air
1324222438386,0,air
1323221690074,0,air
1324222434920,0,air
1321220646160,500,air
1321219677337,20,air
1314212944425,1876,air
1322221229356,0,air
1315214425896,54,air
1318216767564,84,air
1318217423742,0,air
1317216424958,3563,air
1314212844714,0,air
1323221674397,0,air
1319218524039,10,air
1322221395445,0,air
1319218496673,8750,air
1322220650562,0,air
1315214048439,16502,air
1314212980229,10,air
1317215908637,10,air
1323222149116,0,air
1315213574116,31260,air
1314212684649,115,air
1322220962450,0,air
1324223230931,0,air
1320219290398,30,air
1318217642735,5541,air
1314211915261,13455,air
1316215771421,0,air
1314212776722,17372,air
1315213629429,0,air
1321219984325,28021,air
1321220091399,34056,air
1316215464355,0,air
1319217671674,18611,air
1322221044365,0,air
1323222139305,255,air
1315213614112,0,air
1316215765862,3,air
1315214038438,5,air
1323221846734,0,air
1315214427092,2000,air
1324222514111,0,air
1314212682850,1064,air
1314212338444,840,air
1322220777231,2301,air
1322220816437,750,air
1318216983484,12,air
1315214155576,255,air
1323221848144,0,air
1324222466536,0,air
1316215750175,0,air
1314212350817,0,air
1320219123825,3275,air
1320218930194,0,air
1316215536830,0,air
1321219921879,0,air
1324222559787,193,air
1316215019199,1047,air
1317216015646,0,air
1315214279388,35,air
1314212843369,0,air
1324223117185,650,air
1316215187840,7117,air
1320219126125,25,air
1321219640543,5,air
1317216501167,172,air
1317216129357,0,air
1323221641071,2804,air
1316215531017,76,air
1319217968078,0,air
1314214247292,7,air
1314212895421,19,air
1323221615798,282773,air
1314212902555,10,air
1315213630318,5894,air
1315214335022,255,air
1315214160929,0,air
1316215283286,0,air
1315214027435,20,air
1323222301525,926,air
1318216771838,50,air
1324222535270,1,air
1321220512836,9405,air
1314213003662,0,air
1315213200328,0,air
1315213203514,83397,air
1322220969000,262,air
1322221445327,10,air
1315214162226,143919,air
1317216256519,250,air
1315214276875,5,air
1319219430915,0,air
1322220961041,26,air
1318217268681,0,air
1315218634463,27,air
1314212556753,0,air
1315214215319,133,air
1316215694062,10,air
1323222157327,181,air
1320219403476,5205,air
1317216315111,7394,air
1322221427065,255,air
1320218656167,2789,air
1324223001900,4,air
1318216946715,0,air
1321219810064,9576,air
1323221628326,82,air
1317216217719,5351,air
1317216304384,641,air
1314214466726,9,air
1323222059786,0,air
1319218342525,20611,air
1314212818025,550,air
1323221829690,3562,air
1320219181068,8512,air
1322220799997,0,air
1322220636637,0,air
1314212545204,0,air
1314213125988,0,air
1316215580109,143,air
1315213735640,468,air
1324222681316,59,air
1317217693516,0,air
1324222587851,5,air
1321219744570,26900,air
1318217126681,77,air
1324222475295,16,air
1322220668053,2124,air
1320219266424,267,air
1322220767166,1198,air
1320219275930,0,air
1321219923683,318,air
1322221307352,1302,air
1321219925029,0,air
1315213231463,1946,air
1316215154877,39,air
1315213624315,0,air
1315213686924,3425,air
1316215211614,3,air
1314212986424,0,air
1317215884533,0,air
1316215481452,172073,air
1314212992919,0,air
1315213666163,4875,air
1314213104805,0,air
1316215040712,8330,air
1324222615953,0,air
1324222731147,61,air
1324223196078,2,air
1324222512954,0,air
1315214440962,0,air
1314212779096,0,air
1314213083064,0,air
1314212545329,1,air
1314212368979,5,air
1321219933292,0,air
1319218003578,0,air
1322220938601,250,air
1323221787132,451,air
1318217178286,1000,air
1315214068328,90,air
1318217301670,624,air
1317216649032,0,air
1323221676947,2,air
1315214046017,68,air
1322221401476,0,air
1315214466777,10,air
1316215428638,8,air
1318217307394,326,air
1317216138634,12,air
1315214445809,1724,air
1324223159245,558,air
1322221380114,10890,air
1323223228545,1599,air
1324222899573,106,air
1314212889380,207724,air
1322221369097,1,air
1320219135807,500,air
1318219408275,0,air
1320218732143,0,air
1316215381385,0,air
1315213681998,0,air
1315214052704,10,air
1323221994522,227,air
1320219216468,0,air
1319218186029,387,air
1318216867388,10,air
1314212461533,0,air
1316215559319,10543,air
1323221755390,2,air
1315213959582,186,air
1315214144014,35,air
1323221910767,96,air
1321220522825,40,air
1321219759192,39,air
1321219870348,0,air
1318216827093,10,air
1314212974024,0,air
1319218178756,49,air
1324223196066,10,air
1320219141722,892,air
1315214432142,4700,air
1315214341101,0,air
1320219089341,0,air
1320218811180,22316,air
1319218341891,563,air
1319217685369,500,air
1323221879164,10,air
1319217949611,23396,air
1324222844437,507,air
1315213541939,0,air
1317216181747,3922,air
1314212892158,5,air
1320219356425,26644,air
1316219407095,13869,air
1319218298711,97583,air
1321219759988,0,air
1316215529468,129,air
1315213894936,9911,air
1316215236175,0,air
1314211948068,0,air
1315213205964,1819,air
1319218465540,5,air
1316215552744,15,air
1319218071456,5,air
1314212685263,1189,air
1324222498824,0,air
1322221401779,0,air
1315214344006,0,air
1314212737670,413,air
1322220719342,98,air
1318218588717,33969,air
1316215068519,0,air
1314213138860,0,air
1317215921127,0,air
1316215785332,48,air
1320218661573,170,air
1322220746921,3,air
1322220685679,0,air
1321220162616,0,air
1324222678031,0,air
1320218728804,0,air
1320218835080,0,air
1321220520074,10,air
1314212723326,209,air
1321220142374,413,air
1314212410195,1251,air
1322220849792,10,air
1317215830340,4591,air
1317216182889,8951,air
1314212322275,0,air
1317216122642,250,air
1316214983239,32692,air
1315214429247,500,air
1318216890741,349,air
1314212748281,79,air
1314212584736,13364,air
1317216433767,778,air
1319218212571,10,air
1316214978633,0,air
1316215571845,192,air
1324222910996,3,air
1324223057237,0,air
1315214363638,118,air
1323221786712,2563,air
1323223208620,4625,air
1320219256524,596,air
1315214399798,401,air
1318217251925,1,air
1316215381183,44,air
1315214500922,750,air
1321220489785,255,air
1314212553301,15207,air
1314212569127,9350,air
1321220317883,117,air
1323221650500,6001,air
1316215335757,13,air
1315213896107,202,air
1316215168939,68136,air
1322220740120,2481,air
1317216250225,7267,air
1316214988343,3958,air
1315215816442,0,air
1315214341125,0,air
1323221770934,8635,air
1316215656430,3,air
1318217626112,927,air
1322221565765,44,air
1314212321602,0,air
1314212728695,0,air
1321220412769,155,air
1314212638009,16,air
1318216705552,0,air
1319218524003,20,air
1324222907608,0,air
1324222584563,10560,air
1317216458202,9,air
1323221745363,4,air
1322220765010,0,air
1324222715183,3653,air
1316215023538,426,air
1314212748228,42,air
1314212584460,0,air
1314212550471,6,air
1320219175357,5,air
1315213733165,752,air
1323221878491,5,air
1314215816430,0,air
1317216293860,2800,air
1316215553797,0,air
1318216974915,1,air
1317216494803,0,air
1321220392777,88,air
1324222799165,0,air
1318217512072,3464,air
1319218209068,25382,air
1314212305003,5,air
1322220740106,555,air
1323221670387,1,air
1323221816061,0,air
1321220513079,312,air
1316215172370,950,air
1323221715257,42572,air
1321219897283,0,air
1321220650081,6804,air
1314212408456,500,air
1315214277016,6737,air
1321219738883,0,air
1320219318918,0,air
1323222076248,4,air
1322221339815,2590,air
1315214134292,0,air
1320218728350,2967,air
1324222832610,0,air
1323221570005,3718,air
1314212741300,9750,air
1324222435822,0,air
1322220780961,75,air
1323222111460,3064,air
1321220522914,13,air
1323221645082,0,air
1319218352211,8625,air
1320218672374,0,air
1317218613673,35,air
1324222530913,10,air
1314212748230,320,air
1321220331779,1,air
1324222918207,0,air
1316215770393,1187,air
1321219853049,0,air
1320219013428,119587,air
1314212918991,0,air
1318216859052,0,air
1318216991772,20,air
1318217301617,3742,air
1316215167798,94,air
1315213776192,18,air
1315213798275,0,air
1318217262361,7,air
1323221690441,120,air
1321220038549,5,air
1322220898783,0,air
1324222553885,0,air
1321219800784,0,air
1315214025936,184,air
1323222309926,111,air
1324222504159,0,air
1316215542604,145,air
1320218748325,5,air
1320221547906,44,air
1321220084279,6042,air
1321220606899,10,air
1321219753910,0,air
1323222176455,385,air
1316215489244,1999,air
1315214065827,500,air
1324222980702,0,air
1316215367881,1,air
1318216876072,5,air
1321219956529,0,air
1320219275904,0,air
1315213987757,850,air
1319217671179,0,air
1315214277042,41,air
1314212447472,5,air
1314212472474,0,air
1316215801212,31,air
1321220383792,51,air
1319218198707,302,air
1317215941954,0,air
1314212556043,3123,air
1314212433940,0,air
1315213969076,0,air
1317216057087,5,air
1322221232616,791,air
1320218996573,32614,air
1324222855710,0,air
1321219676487,797,air
1321219904568,0,air
1314212509400,154,air
1317216005874,8865,air
1321219767807,0,air
1321220544795,0,air
1318219273923,27327,air
1322221025618,181,air
1323221690062,0,air
1315213604491,25078,air
1320218929267,1,air
1315213997568,3,air
1322221401185,0,air
1315219435221,0,air
1324222574105,0,air
1318217055399,12,air
1317216021283,0,air
1321220127613,24750,air
1319217666611,0,air
1319218377644,26,air
1321219755055,13186,air
1315213557287,0,air
1314212378398,164,air
1316215504984,35,air
1318217139373,0,air
1321220153047,0,air
1315213778083,0,air
1315214216362,73,air
1316215588601,2400,air
1315213890080,646,air
1318216818310,9,air
1318217316443,650,air
1319217818071,6,air
1315214279390,7104,air
1319218466706,19,air
1321220477374,156,air
1317216623658,0,air
1317219408388,0,air
1322221278031,1464,air
1316215167863,9,air
1314212610859,5382,air
1322220779262,0,air
1316215026814,302,air
1323221823659,0,air
1323221982097,2829,air
1315213753229,0,air
1317215842067,143000,air
1321219695929,0,air
1321219702420,0,air
1315214406377,5060,air
1315213923939,10,air
1314212655411,14,air
1316215450089,8736,air
1315213959467,500,air
1315213752912,255,air
1317216234548,12285,air
1315213984180,2,air
1319218252070,34,air
1319218265510,10,air
1320219302256,19340,air
1320218768226,2,air
1315213624277,0,air
1317215915543,0,air
1314212626915,478,air
1321219647171,1,air
1314212412415,961,air
1318217245164,0,air
1319218057711,157,air
1316215066616,8660,air
1321219738869,3967,air
1316215232707,148,air
1319217801113,866,air
1324222422634,0,air
1323222008841,328,air
1324223071224,1010,air
1317216583144,2881,air
1316215756370,0,air
1317215816671,195,air
1316215588892,0,air
1319218090936,1,air
1322221150093,17702,air
1315213899709,0,air
1314212654178,0,air
1318217166495,120,air
1314212536282,1,air
1319218516882,7,air
1314212807440,0,air
1319217894714,250,air
1322221163660,0,air
1324223044088,1584,air
1319217649019,1000,air
1318216902128,10641,air
1319217984917,650,air
1320218648057,0,air
1318216893368,2500,air
1317216227684,3,air
1322221361468,0,air
1314212385278,10,air
1314213027980,0,air
1318217335280,16271,air
1323222341531,53,air
1314212448637,100,air
1324222592634,4216,air
1324222620270,115260,air
1323221950266,0,air
1323221565183,0,air
1319218352983,0,air
1314213104692,14,air
1314211934967,2601,air
1320218967824,0,air
1314212509374,3,air
1320218626760,255,air
1322220668065,3142,air
1318217450244,307,air
1318217672296,10,air
1315213574926,48,air
1315213197015,0,air
1318218342513,10,air
1319218067650,0,air
1318216709269,5750,air
1314212655120,10,air
1314211883463,10,air
1314212574913,17,air
1315214043477,395,air
1319217801101,1265,air
1321220645941,1000,air
1315213851898,0,air
1316215232265,1060,air
1315213587797,0,air
1316215286042,0,air
1316215305158,0,air
1319218212532,0,air
1316215477581,255103,air
1315214102372,3384,air
1314212942837,0,air
1324222515710,5079,air
1324222890788,0,air
1319217946969,5,air
1315213785239,0,air
1314212375531,2,air
1323221563719,0,air
1320219079819,0,air
1315214230753,93,air
1315214390938,0,air
1319218447415,0,air
1321220370617,17324,air
1316215390535,11808,air
1317216279404,0,air
1322221403328,0,air
1317216245249,88,air
1318216958696,3,air
1323221704265,13,air
1323221699907,0,air
1322220959175,4,air
1320219028990,10,air
1319218213852,0,air
1324222501278,0,air
1323222354437,255,air
1323221825692,0,air
1318217440775,12236,air
1314212792903,649,air
1319218199038,10464,air
1315213670906,1290,air
1314212412441,1943,air
1322221487489,7907,air
1315213795432,6,air
1314212321842,0,air
1318216726998,0,air
1317215900150,270,air
1321219669710,255,air
1317216373959,7,air
1315214184830,5,air
1315213538527,1,air
1314212946127,5,air
1322220753937,140424,air
1319218160810,8610,air
1321220591022,13082,air
1321219987524,9575,air
1321221489394,10,air
