document_control_number,source_reduction_activity_code,estimated_annual_reduction_code,activity_number
1324223120092,S03,R6,1
1321219452632,S03,R1,1
1324222974560,S21,R6,1
1314212822377,W32,R6,1
1316215037514,W19,R6,1
1317216376640,W19,R5,1
1315214137147,W13,R4,1
1315214368185,W31,R6,1
1318216889182,W58,R2,1
1315213804723,W13,R5,1
1322221066665,S21,R6,1
1324222668535,S02,R3,1
1315213720624,W49,R4,1
1321220382295,S06,R6,1
1315213934639,W13,R6,1
1315214331302,W13,R6,1
1314213106053,W43,R2,1
1318217080466,W71,R2,1
1321220184028,S23,R2,1
1317216237242,W42,R1,1
1324222848564,S31,R6,1
1315214062566,W24,R6,1
1324222821581,S25,R6,1
1318217238765,W35,R2,1
1314212412439,W74,R6,1
1318220596528,W22,R5,1
1323222137895,S22,R2,1
1316215294986,W52,R5,1
1317216491492,W19,R6,1
1322220751491,S04,R1,1
1323221642186,S24,R3,1
1323222180275,S11,R4,1
1317216778011,W64,R3,1
1320219358633,W82,R4,1
1314213045368,W29,R6,1
1316215766991,W89,R3,1
1316215449909,W13,R5,1
1321220372383,S44,R4,1
1321219601477,S21,R5,1
1323221948553,S21,R6,1
1314212560306,W21,R4,1
1318217538356,W19,R4,1
1320219010485,W58,R3,1
1322221371154,S03,R5,1
1320219277605,W29,R5,1
1323221949629,S21,R3,1
1315213882691,W56,R3,1
1314212321766,W13,R6,1
1314212892069,W13,R6,1
1320218693113,W13,R6,1
1324223160742,S32,R6,1
1316215066895,W42,R6,1
1322221431051,S41,R6,1
1321219468612,S23,R5,1
1320218578096,W52,R3,1
1319218139297,W13,R6,1
1318217322496,W42,R6,1
1321220163620,S24,R2,1
1314212551156,W52,R5,1
1314212983441,W52,R6,1
1316214966451,W58,R2,1
1322220941330,S41,R6,1
1322221441355,S35,R6,1
1321220032561,S21,R5,1
1315214252761,W58,R6,1
1315213906466,W58,R2,1
1322221467335,S11,R1,1
1317216191369,W53,R3,1
1318217022603,W29,R5,1
1322220740094,S24,R3,1
1314212352850,W52,R6,1
1320219291960,W36,R4,1
1318219028255,W52,R3,1
1314212509727,W42,R5,1
1315214357600,W39,R6,1
1315213196013,W52,R5,1
1323221626664,S05,R6,1
1316215580061,W52,R6,1
1318216910291,W81,R6,1
1324222851836,S13,R1,1
1315213673104,W13,R4,1
1314212324457,W31,R6,1
1324222577963,S25,R2,1
1318217137468,W58,R5,1
1316215493901,W36,R6,1
1319218487801,W19,R1,1
1324223012612,S44,R6,1
1324222518856,S23,R2,1
1315213249562,W14,R6,1
1317216293643,W39,R6,1
1324222987063,S35,R6,1
1323222346126,S21,R6,1
1322220750475,S41,R2,1
1320218593693,W21,R6,1
1324223091644,S24,R5,1
1315214213579,W49,R4,1
1314212512925,W49,R3,1
1315213993102,W58,R2,1
1322220766455,S25,R6,1
1316215191800,W58,R2,1
1319218032237,W58,R6,1
1316215446218,W13,R5,1
1315213716362,W13,R5,1
1316215045333,W14,R6,1
1318217398407,W52,R5,1
1323221556069,S21,R3,1
1314213028020,W51,R5,1
1316215127186,W43,R4,1
1323221677356,S44,R6,1
1315213684576,W58,R4,1
1319218549564,W56,R1,1
1315213805967,W89,R6,1
1316215630575,W19,R5,1
1315214417115,W56,R6,1
1314213018930,W58,R4,1
1317216424960,W74,R6,1
1315214264350,W58,R3,1
1314212860771,W39,R5,1
1324223092824,S12,R5,1
1318217337373,W41,R6,1
1320218764746,W51,R3,1
1324222895702,S24,R2,1
1323222044024,S35,R6,1
1320219226584,W53,R2,1
1323222265542,S11,R5,1
1317215909932,W52,R3,1
1315218636811,W52,R6,1
1316218654604,W29,R6,1
1322221324217,S03,R4,1
1323221566173,S24,R5,1
1322220805725,S42,R5,1
1318216983445,W19,R6,1
1321219774484,S44,R6,1
1319217710161,W52,R3,1
1319218092005,W29,R6,1
1322220679346,S21,R6,1
1324222418509,S35,R5,1
1321222574345,S43,R3,1
1317216573612,W81,R5,1
1322220756757,S41,R6,1
1315213967641,W50,R6,1
1323221720129,S41,R2,1
1314215804497,W52,R6,1
1323222378972,S44,R2,1
1319217777630,W21,R6,1
1319218212557,W19,R6,1
1317216245175,W21,R5,1
1315214379758,W42,R3,1
1314212682102,W31,R6,1
1323222422572,S35,R1,1
1315214006443,W52,R5,1
1315214438246,W52,R5,1
1315213903572,W15,R5,1
1317216617302,W39,R6,1
1321220477400,S44,R5,1
1316215706476,W52,R2,1
1323222277030,S06,R6,1
1321220471623,S35,R6,1
1319217981315,W52,R2,1
1319217819426,W89,R4,1
1315213959606,W15,R2,1
1314212304998,W13,R5,1
1314219435272,W19,R6,1
1321219469727,S44,R6,1
1316215588587,W56,R6,1
1314212790758,W21,R5,1
1318217149184,W51,R6,1
1317216110041,W21,R6,1
1316215288390,W89,R3,1
1324222833461,S11,R5,1
1317215868050,W42,R3,1
1315214428435,W13,R5,1
1316215260187,W13,R4,1
1315213662000,W19,R5,1
1315214331466,W13,R6,1
1324222706943,S41,R6,1
1323221628175,S03,R3,1
1314215376753,W58,R3,1
1317215931888,W19,R5,1
1317216464014,W73,R2,1
1315214445417,W19,R6,1
1315214457792,W56,R5,1
1317216191320,W15,R6,1
1319218205944,W82,R1,1
1320218723500,W89,R6,1
1314213106634,W36,R6,1
1314212919144,W21,R2,1
1324223108756,S03,R1,1
1317215967910,W42,R2,1
1323222060725,S06,R3,1
1314212659650,W42,R6,1
1323222164372,S35,R3,1
1316215381219,W13,R6,1
1321220516355,S01,R2,1
1315213983810,W42,R4,1
1314212566564,W14,R2,1
1315213896525,W56,R5,1
1316215081860,W89,R1,1
1321219926639,S41,R5,1
1319218504203,W21,R5,1
1316215676952,W13,R6,1
1323221596556,S01,R1,1
1324223203807,S31,R4,1
1319218157384,W50,R6,1
1314212311500,W21,R6,1
1315214896401,W58,R1,1
1315213706017,W52,R6,1
1314212890913,W51,R2,1
1323222196899,S33,R5,1
1317216707846,W58,R2,1
1321220555650,S05,R4,1
1323222277016,S44,R4,1
1321220516189,S34,R2,1
1322221543162,S44,R2,1
1324222583268,S21,R6,1
1324222746113,S21,R5,1
1320218726634,W21,R6,1
1314212556740,W25,R1,1
1324223048671,S21,R5,1
1322220845022,S03,R6,1
1315213766393,W32,R4,1
1316215444136,W13,R5,1
1323221611320,S21,R5,1
1314212611634,W19,R1,1
1320219216381,W63,R5,1
1324222518072,S01,R2,1
1314212318341,W52,R5,1
1316215146059,W39,R3,1
1316215577255,W42,R5,1
1314212907366,W58,R6,1
1315213853563,W52,R6,1
1320219289889,W13,R5,1
1324223005479,S21,R6,1
1314212450771,W32,R6,1
1324222630321,S23,R5,1
1314212748709,W19,R5,1
1314211927468,W32,R6,1
1316215545450,W58,R2,1
1323221748130,S31,R6,1
1323221790672,S06,R6,1
1317216618090,W13,R6,1
1324222986135,S02,R5,1
1316215604772,W19,R2,1
1322221461623,S05,R4,1
1315213760477,W19,R6,1
1321220024893,S23,R5,1
1314212823254,W13,R5,1
1323222343840,S24,R3,1
1323221925807,S21,R6,1
1323221571399,S31,R5,1
1319217782135,W84,R1,1
1322220660132,S21,R5,1
1314212893022,W25,R5,1
1314211925084,W58,R2,1
1321219891850,S03,R6,1
1323221713427,S44,R5,1
1318217033240,W39,R6,1
1316215544937,W19,R5,1
1318216834768,W64,R2,1
1322220781328,S21,R6,1
1323221546928,S02,R6,1
1324222732327,S21,R6,1
1318216981819,W13,R6,1
1324222588598,S21,R4,1
1324222765416,S23,R3,1
1324222997722,S25,R6,1
1319217746890,W13,R6,1
1318217014632,W13,R6,1
1316215445747,W13,R6,1
1320219197136,W21,R4,1
1317216114811,W14,R5,1
1318216924555,W68,R6,1
1314213144835,W13,R6,1
1322222549901,S44,R5,1
1319218203851,W65,R6,1
1314212383071,W43,R1,1
1316215694819,W19,R6,1
1316215362144,W19,R6,1
1317216190049,W52,R5,1
1315214033680,W41,R6,1
1315214043527,W19,R5,1
1322220764765,S21,R6,1
1320218769572,W19,R5,1
1319217661077,W58,R3,1
1317216229575,W15,R6,1
1316215462742,W14,R5,1
1323222285975,S21,R4,1
1317215945332,W19,R6,1
1324222910984,S21,R5,1
1314212654166,W19,R5,1
1324222849489,S12,R2,1
1316215066364,W19,R5,1
1318217735529,W52,R5,1
1320219393372,W52,R4,1
1319218261939,W42,R2,1
1318216912651,W58,R2,1
1318217307406,W14,R6,1
1314212783169,W14,R1,1
1318217176775,W42,R1,1
1315214277105,W71,R5,1
1316215076439,W58,R4,1
1322220857181,S44,R2,1
1317216607376,W63,R6,1
1316215373022,W58,R5,1
1316215373059,W56,R4,1
1314212396574,W14,R5,1
1317215909589,W24,R4,1
1322220648113,S03,R3,1
1320220657478,W13,R6,1
1324223119633,S44,R6,1
1320218648095,W58,R1,1
1318217153598,W61,R5,1
1315214223238,W53,R3,1
1321220041990,S25,R6,1
1315214040178,W50,R6,1
1320219065962,W19,R5,1
1315214222681,W19,R6,1
1322220997175,S41,R6,1
1321220041976,S25,R6,1
1317216425571,W19,R3,1
1321219529118,S23,R6,1
1315213810916,W71,R5,1
1317216606172,W49,R2,1
1316215000694,W13,R6,1
1314212991386,W53,R3,1
1323222329308,S21,R6,1
1323222337988,S21,R6,1
1321219923671,S44,R6,1
1314219435260,W19,R6,1
1320219217205,W13,R6,1
1317216207629,W13,R5,1
1323221605532,S41,R6,1
1323221771191,S34,R6,1
1316215035433,W14,R5,1
1319218133597,W58,R5,1
1316215682079,W29,R6,1
1315214135295,W58,R6,1
1316215328788,W13,R6,1
1315213889658,W56,R1,1
1317216219295,W60,R4,1
1314211894706,W58,R6,1
1324222690822,S14,R6,1
1322222500732,S44,R6,1
1322220794630,S44,R6,1
1315214433258,W29,R5,1
1314212813962,W29,R6,1
1314213112028,W31,R6,1
1314212735221,W52,R2,1
1315214102333,W58,R2,1
1322220997124,S41,R6,1
1316215702313,W58,R2,1
1320218721025,W39,R2,1
1324222711412,S41,R6,1
1321220602926,S04,R6,1
1314212613665,W67,R6,1
1317216616452,W13,R6,1
1323221826201,S41,R6,1
1322220670347,S35,R6,1
1318217411824,W31,R6,1
1321220142172,S34,R6,1
1319218184012,W42,R2,1
1321219721560,S03,R6,1
1314212976462,W82,R3,1
1314212873487,W58,R6,1
1322221148760,S06,R5,1
1320218841435,W33,R1,1
1315214038440,W13,R5,1
1319218525222,W19,R6,1
1314212349676,W58,R5,1
1317216262156,W51,R5,1
1316215291651,W19,R5,1
1318216947921,W13,R4,1
1324222603971,S24,R6,1
1320219184936,W13,R6,1
1322220790164,S24,R5,1
1317216527465,W50,R6,1
1322220690123,S12,R5,1
1322221293754,S21,R5,1
1315213766330,W32,R3,1
1323221950951,S12,R5,1
1323221910755,S21,R6,1
1316215288109,W14,R5,1
1322220701092,S03,R3,1
1314211915119,W19,R5,1
1318217149121,W51,R6,1
1314212378424,W24,R3,1
1324223160654,S21,R5,1
1324222524783,S44,R6,1
1324222710853,S21,R3,1
1320219112570,W52,R3,1
1315213797107,W58,R3,1
1316214923169,W74,R5,1
1314212943334,W36,R6,1
1323222345973,S35,R2,1
1314212568051,W13,R6,1
1323221554557,S21,R2,1
1320218774673,W58,R5,1
1318217307204,W43,R2,1
1318217539550,W81,R1,1
1315213965864,W51,R2,1
1319217685318,W36,R5,1
1316215031321,W13,R3,1
1320219246889,W42,R5,1
1324223089107,S44,R6,1
1323221818937,S44,R6,1
1316215288630,W19,R5,1
1316215269515,W58,R6,1
1314211946963,W13,R6,1
1316215781143,W13,R4,1
1323222313999,S04,R2,1
1324223121207,S21,R5,1
1320218863342,W36,R6,1
1318217507250,W19,R4,1
1317216276814,W58,R4,1
1321219910256,S32,R6,1
1321220412631,S22,R6,1
1322220931125,S41,R6,1
1314212317061,W52,R6,1
1323222292322,S04,R1,1
1318216991758,W82,R5,1
1315214189021,W13,R6,1
1318216834111,W19,R6,1
1315213624303,W71,R6,1
1317216135602,W50,R6,1
1316215074345,W56,R5,1
1322222500377,S44,R6,1
1318216837904,W52,R3,1
1320218774216,W21,R6,1
1318217547417,W49,R6,1
1321220606103,S04,R6,1
1317215830252,W42,R6,1
1315214038414,W13,R5,1
1315213945607,W25,R6,1
1318217139397,W42,R6,1
1316215274628,W13,R6,1
1315214166872,W19,R5,1
1322220984912,S03,R2,1
1324222947071,S21,R6,1
1314212728719,W19,R5,1
1314213122765,W42,R6,1
1314212918989,W19,R6,1
1316215361369,W58,R6,1
1321220100630,S21,R6,1
1318219044524,W19,R6,1
1321219613460,S03,R5,1
1314212750044,W58,R1,1
1321220037511,S41,R6,1
1319217671268,W58,R4,1
1314212623716,W13,R6,1
1314212829271,W13,R4,1
1315214469811,W52,R6,1
1324223181898,S44,R5,1
1315214142628,W50,R4,1
1315214215168,W19,R6,1
1317216180772,W42,R6,1
1315214241186,W13,R6,1
1314212512937,W15,R2,1
1315213822226,W52,R6,1
1324222899243,S21,R2,1
1319218225718,W58,R3,1
1315213764549,W82,R5,1
1324222495653,S21,R6,1
1323222255566,S03,R4,1
1320219209614,W36,R2,1
1323221626536,S05,R6,1
1323221837139,S41,R6,1
1323222338612,S11,R6,1
1322220852723,S03,R2,1
1322220752036,S14,R4,1
1315214399812,W58,R1,1
1316215116599,W19,R4,1
1315214073835,W13,R5,1
1321220001073,S44,R3,1
1314212659763,W52,R6,1
1315213948262,W78,R1,1
1317216135588,W19,R6,1
1317216244828,W68,R5,1
1322221365404,S23,R4,1
1314212681199,W41,R6,1
1318217647508,W50,R3,1
1323221871837,S24,R6,1
1320219034319,W19,R2,1
1320219236953,W13,R2,1
1315214331516,W13,R6,1
1317218613709,W89,R6,1
1316215442118,W53,R2,1
1319217656418,W74,R6,1
1322221519061,S02,R5,1
1323221609872,S21,R6,1
1316215574361,W67,R2,1
1316214982605,W19,R6,1
1319217854809,W42,R6,1
1315213658937,W39,R5,1
1315214162240,W52,R5,1
1322221401197,S05,R6,1
1321220054985,S25,R4,1
1324223149663,S25,R6,1
1322220703920,S35,R4,1
1323221560030,S21,R5,1
1315213637539,W29,R3,1
1314211923267,W41,R6,1
1316215399472,W19,R6,1
1323221664004,S21,R4,1
1323221839285,S35,R6,1
1322220877462,S35,R2,1
1316215486109,W58,R2,1
1314212943548,W39,R6,1
1315218588679,W14,R6,1
1320218853024,W13,R6,1
1322221324205,S14,R2,1
1322220937294,S06,R6,1
1321220091476,S03,R1,1
1322221441241,S35,R6,1
1323222361230,S06,R1,1
1319218515548,W58,R2,1
1315214079826,W42,R4,1
1318217197704,W89,R4,1
1323222282651,S25,R2,1
1319217685611,W36,R5,1
1314212349892,W31,R6,1
1317216762409,W82,R6,1
1317215919147,W72,R6,1
1315214117828,W14,R6,1
1324222997847,S33,R2,1
1322220810891,S35,R5,1
1318217042567,W13,R5,1
1315214331478,W13,R6,1
1316214983506,W19,R3,1
1322221445315,S44,R5,1
1322221498417,S31,R6,1
1316215722594,W56,R2,1
1315213217918,W13,R6,1
1314212856645,W13,R4,1
1322220836478,S02,R5,1
1316215184805,W32,R6,1
1315214213581,W49,R5,1
1316215020443,W71,R2,1
1315213971005,W53,R2,1
1316215626728,W49,R3,1
1316214982074,W58,R6,1
1317215934504,W71,R3,1
1318216992899,W29,R6,1
1323222025722,S42,R5,1
1318218481190,W58,R4,1
1314218160303,W14,R6,1
1315213935289,W49,R6,1
1324223010618,S21,R6,1
1314212886903,W13,R4,1
1315214338701,W89,R5,1
1316215010505,W49,R6,1
1315214349146,W13,R6,1
1317217672563,W52,R6,1
1315214250300,W58,R5,1
1315213201460,W52,R6,1
1316215051285,W15,R6,1
1314212753368,W29,R6,1
1314213010958,W42,R6,1
1322221434917,S24,R6,1
1322221156312,S25,R6,1
1316215166733,W13,R6,1
1321219782671,S44,R6,1
1321220540963,S25,R2,1
1316215050194,W51,R2,1
1324222500617,S21,R5,1
1322221433840,S35,R6,1
1317216539104,W58,R5,1
1322220749980,S25,R1,1
1321219824190,S44,R6,1
1321220120861,S25,R3,1
1323222044000,S35,R6,1
1314211931249,W49,R6,1
1321220164990,S03,R2,1
1314212797346,W13,R4,1
1323222398760,S11,R6,1
1322221445000,S21,R6,1
1320218590952,W50,R5,1
1315214049367,W84,R2,1
1319217893407,W58,R2,1
1322222301842,S24,R6,1
1323221686761,S41,R4,1
1321219676754,S42,R6,1
1317215996517,W14,R5,1
1323221950278,S12,R5,1
1314212427239,W49,R6,1
1318216865966,W83,R4,1
1320219034321,W52,R6,1
1319217820986,W65,R4,1
1322220864817,S21,R5,1
1319218291971,W19,R4,1
1319218272793,W58,R3,1
1322220918825,S41,R6,1
1314212997199,W52,R2,1
1319217836752,W29,R2,1
1323222137883,S22,R2,1
1317215841230,W52,R4,1
1315213629165,W13,R6,1
1314212456305,W13,R6,1
1316215287463,W13,R2,1
1315214116547,W89,R3,1
1318216789937,W51,R6,1
1323221681493,S04,R3,1
1323221780657,S23,R6,1
1315214412280,W36,R3,1
1324222986984,S35,R6,1
1314213246578,W58,R6,1
1317216260051,W58,R6,1
1323222143000,S25,R6,1
1324223018589,S24,R5,1
1321219651039,S35,R3,1
1321220128514,S25,R2,1
1320221547868,W82,R6,1
1321219800760,S25,R6,1
1321220540975,S25,R2,1
1321219684800,S44,R6,1
1322221401173,S05,R6,1
1315213941673,W52,R6,1
1317216402521,W13,R6,1
1317216585000,W19,R6,1
1319217761384,W13,R6,1
1314212718959,W13,R2,1
1314212378400,W24,R3,1
1317216135626,W19,R6,1
1319218526212,W68,R5,1
1320218674214,W13,R6,1
1318216845228,W19,R5,1
1321220091274,S01,R2,1
1320218575328,W42,R1,1
1322221403342,S22,R6,1
1324222890129,S25,R1,1
1315213962424,W19,R6,1
1321220042939,S25,R6,1
1317216466781,W14,R6,1
1315214388908,W21,R6,1
1315214425884,W14,R3,1
1315213208921,W39,R5,1
1320218741306,W19,R6,1
1315213208919,W36,R5,1
1315214384543,W14,R3,1
1323221995323,S42,R6,1
1317216306771,W39,R6,1
1317216138370,W13,R3,1
1315214045977,W49,R3,1
1315214277030,W13,R6,1
1317216407003,W42,R6,1
1315213721285,W13,R6,1
1316215626730,W49,R2,1
1315213815424,W81,R2,1
1316214978025,W29,R3,1
1324222594273,S21,R6,1
1318216782399,W49,R6,1
1314212507622,W13,R5,1
1323221609807,S21,R6,1
1322220810574,S05,R5,1
1315213849730,W56,R2,1
1322221024300,S25,R6,1
1314214069849,W29,R6,1
1323221563303,S23,R5,1
1323222043008,S23,R4,1
1315213585033,W52,R5,1
1319217976289,W58,R6,1
1314212796041,W36,R6,1
1317216138723,W52,R6,1
1324222448678,S44,R6,1
1323222282663,S06,R2,1
1320219260496,W19,R6,1
1314213022027,W29,R6,1
1315214135319,W52,R6,1
1321219630757,S06,R4,1
1322221333293,S44,R6,1
1322220835627,S22,R3,1
1322220978187,S21,R6,1
1321220454728,S21,R6,1
1324222409334,S11,R6,1
1324222421745,S44,R2,1
1315213910476,W50,R3,1
1317215866260,W19,R3,1
1318217149160,W51,R6,1
1319218206718,W58,R2,1
1314212476941,W82,R4,1
1315214269108,W33,R6,1
1314212437444,W14,R6,1
1315213240866,W58,R2,1
1318217266675,W19,R1,1
1321219699461,S21,R4,1
1320218796480,W58,R2,1
1314212338305,W71,R5,1
1319217870068,W58,R1,1
1314211913924,W19,R5,1
1324222411086,S12,R6,1
1321219493917,S21,R6,1
1318217539612,W50,R5,1
1316215019175,W13,R6,1
1320218725974,W52,R6,1
1323222300244,S05,R6,1
1321220607764,S42,R5,1
1314212785404,W13,R5,1
1317216479485,W14,R6,1
1320218770143,W19,R5,1
1315214215586,W13,R6,1
1319221476221,W52,R5,1
1316215211715,W58,R6,1
1314212943435,W13,R6,1
1316215264007,W58,R6,1
1316215383100,W29,R2,1
1317216294494,W52,R6,1
1321220175689,S11,R3,1
1324222750984,S04,R3,1
1315213688183,W42,R5,1
1317216392807,W82,R1,1
1319218524561,W64,R6,1
1322221733342,S22,R5,1
1318216753970,W71,R5,1
1317216135222,W58,R6,1
1314212427999,W13,R6,1
1322221433218,S44,R5,1
1314212580967,W19,R5,1
1322220978567,S25,R2,1
1324222825960,S05,R5,1
1322220703944,S35,R4,1
1324222435719,S06,R4,1
1319218166407,W13,R4,1
1322221145574,S44,R5,1
1322220786178,S05,R6,1
1322220827404,S05,R6,1
1321220508485,S23,R6,1
1317216494815,W52,R4,1
1321219743806,S12,R6,1
1322220633743,S44,R5,1
1314213174257,W58,R3,1
1316215341684,W14,R6,1
1316215554419,W58,R6,1
1316215353234,W58,R5,1
1316215523477,W55,R3,1
1320218695981,W14,R5,1
1314212943385,W39,R6,1
1323221691429,S03,R4,1
1314212444158,W52,R4,1
1314212629556,W14,R4,1
1314212647198,W52,R5,1
1316215623846,W49,R2,1
1315213959570,W15,R2,1
1317216241517,W21,R5,1
1315216737027,W53,R2,1
1315213984103,W58,R6,1
1321219853025,S25,R4,1
1315214249904,W13,R6,1
1320218973271,W19,R6,1
1321220042004,S25,R6,1
1323221643947,S41,R6,1
1314212605885,W52,R6,1
1315214279376,W82,R6,1
1318217428578,W51,R5,1
1316215744994,W13,R4,1
1315213186719,W49,R2,1
1315213716018,W52,R3,1
1322221294073,S21,R5,1
1315213983366,W42,R3,1
1323221615154,S02,R2,1
1324222844351,S03,R6,1
1323221618655,S44,R5,1
1321219962521,S41,R6,1
1322221468212,S06,R6,1
1319217791300,W52,R6,1
1324222646705,S35,R5,1
1318217268248,W42,R5,1
1319218036604,W56,R4,1
1315214379760,W42,R2,1
1317215879178,W51,R2,1
1317216135614,W50,R6,1
1320218887115,W82,R6,1
1314211935174,W25,R5,1
1317216252229,W13,R5,1
1321219664758,S44,R6,1
1321219738871,S25,R5,1
1318217420367,W64,R3,1
1318217518036,W52,R3,1
1314213072515,W81,R2,1
1315213541838,W13,R6,1
1324222524365,S21,R5,1
1321219916234,S33,R6,1
1324222835403,S13,R4,1
1321220142297,S34,R6,1
1317216382162,W58,R6,1
1322220917912,S14,R4,1
1318217307382,W14,R6,1
1322221014386,S21,R6,1
1317216591267,W29,R5,1
1316215448085,W82,R5,1
1321219830647,S41,R5,1
1315213899521,W42,R1,1
1316215364617,W50,R6,1
1322220803795,S34,R6,1
1316215357637,W64,R6,1
1317215974282,W42,R1,1
1315213908256,W50,R5,1
1317216402709,W13,R6,1
1324223105394,S34,R4,1
1317216457984,W13,R6,1
1324222559611,S21,R6,1
1324222466548,S24,R1,1
1324222678777,S44,R5,1
1317216607592,W13,R6,1
1315214159814,W13,R5,1
1321220267900,S35,R6,1
1316217645124,W19,R6,1
1315214270819,W82,R5,1
1314212555902,W15,R6,1
1323221704303,S31,R5,1
1323222349843,S21,R2,1
1315214343978,W42,R5,1
1319217930130,W19,R6,1
1316215114885,W13,R5,1
1316215464367,W14,R6,1
1323222360099,S14,R3,1
1318217558725,W22,R6,1
1314212748192,W71,R5,1
1315214158370,W13,R2,1
1320218762348,W13,R6,1
1321219466962,S44,R6,1
1315214006355,W52,R5,1
1315213836822,W32,R6,1
1316215434059,W89,R1,1
1321220046864,S21,R6,1
1315214269084,W33,R5,1
1319218480844,W50,R5,1
1322220969380,S21,R6,1
1323221636830,S21,R6,1
1324222729004,S35,R2,1
1319218480857,W58,R6,1
1324222744462,S33,R5,1
1320218863177,W64,R6,1
1324222913840,S23,R3,1
1323222076251,S21,R6,1
1316214956652,W74,R6,1
1318217344858,W19,R5,1
1317216669465,W71,R6,1
1316215205473,W13,R6,1
1322220679334,S21,R5,1
1315213965837,W21,R2,1
1316215063316,W52,R3,1
1323221626702,S06,R6,1
1320218936704,W50,R6,1
1318216857906,W50,R6,1
1322221010806,S44,R6,1
1315213545662,W42,R5,1
1315214011280,W84,R2,1
1314212656375,W25,R6,1
1315213923865,W21,R3,1
1323221988393,S05,R1,1
1314212509261,W66,R5,1
1315213936139,W71,R2,1
1321220150876,S03,R2,1
1324222423535,S14,R2,1
1314212382143,W19,R5,1
1317216584983,W19,R6,1
1315214339184,W14,R6,1
1323222376220,S21,R6,1
1316217707468,W58,R6,1
1317216317368,W82,R4,1
1314212321754,W13,R6,1
1316215684376,W81,R4,1
1316215005012,W52,R6,1
1324222667115,S44,R6,1
1323221596253,S14,R6,1
1315213576174,W82,R6,1
1318217537543,W19,R5,1
1314212622423,W39,R6,1
1314213071184,W50,R6,1
1315214331288,W13,R6,1
1315214272763,W33,R6,1
1314212430591,W13,R6,1
1321220284234,S44,R6,1
1318217541111,W82,R2,1
1318216917120,W29,R2,1
1315214123869,W14,R5,1
1315213222110,W13,R6,1
1324222629382,S22,R3,1
1314212653012,W14,R5,1
1314212530594,W56,R1,1
1321219642600,S25,R1,1
1317216402533,W13,R6,1
1321220206054,S42,R6,1
1320219275916,W51,R5,1
1323222270872,S31,R2,1
1315213962741,W19,R6,1
1319217841410,W13,R6,1
1314212598155,W14,R5,1
1318216792693,W19,R5,1
1321220187518,S14,R6,1
1315213832684,W13,R5,1
1319218273365,W52,R6,1
1322220876508,S06,R6,1
1318217149145,W51,R6,1
1323221604414,S12,R5,1
1318216798064,W13,R6,1
1322220876890,S01,R6,1
1321220266555,S41,R6,1
1321219910229,S05,R1,1
1322221317718,S04,R1,1
1315214098218,W19,R4,1
1321219606934,S35,R6,1
1316215008119,W32,R5,1
1315213756517,W58,R6,1
1316215768781,W58,R5,1
1320219276110,W63,R5,1
1320218737397,W58,R5,1
1321219683556,S21,R6,1
1321219967282,S24,R5,1
1314213079433,W13,R6,1
1321219780727,S41,R6,1
1320218618965,W13,R6,1
1324222678043,S24,R6,1
1321219622584,S21,R6,1
1324223127515,S44,R5,1
1319218067662,W19,R5,1
1323222320917,S14,R5,1
1320219046505,W58,R5,1
1314212537702,W51,R6,1
1314212710913,W74,R6,1
1323221532892,S25,R1,1
1315213535471,W49,R3,1
1317219425030,W19,R6,1
1316215334121,W19,R6,1
1324222838310,S35,R6,1
1322220672760,S21,R5,1
1319217611868,W19,R6,1
1321219995673,S13,R6,1
1322221112345,S35,R5,1
1323222256000,S44,R6,1
1324222517346,S06,R6,1
1316215531031,W52,R2,1
1320219393143,W50,R6,1
1321220391510,S24,R6,1
1322220921466,S42,R6,1
1317216363895,W32,R5,1
1321219468648,S21,R3,1
1323222258891,S24,R5,1
1315214238887,W43,R4,1
1319218416194,W39,R6,1
1321221489368,S05,R4,1
1322221814914,S44,R5,1
1316215592407,W58,R6,1
1323222082087,S21,R6,1
1316215198387,W68,R5,1
1315213904663,W58,R6,1
1317216433716,W51,R6,1
1314212882791,W39,R2,1
1316215538935,W52,R6,1
1316215551680,W42,R6,1
1322221557503,S25,R1,1
1323221832052,S23,R4,1
1314213002746,W42,R1,1
1318217104177,W29,R4,1
1316215089475,W29,R6,1
1320219239035,W42,R1,1
1323221629266,S21,R6,1
1316214973822,W58,R2,1
1320219362050,W13,R6,1
1321219910155,S32,R6,1
1317215971348,W13,R6,1
1317216631251,W58,R2,1
1322220824534,S24,R5,1
1322220787408,S35,R3,1
1319218258325,W49,R4,1
1321221359452,S21,R6,1
1316214985261,W58,R4,1
1322221216548,S42,R6,1
1320218651634,W52,R6,1
1322221351986,S25,R5,1
1322220771897,S21,R6,1
1324222762787,S04,R3,1
1316215816428,W19,R4,1
1320219049158,W64,R6,1
1322221043781,S21,R3,1
1316215539331,W66,R4,1
1316215606955,W58,R5,1
1321219980808,S02,R5,1
1319217914670,W21,R6,1
1317216113670,W19,R4,1
1317216557456,W58,R6,1
1317216376689,W71,R3,1
1318217241696,W42,R5,1
1319217953342,W64,R6,1
1314212837114,W50,R2,1
1314212750032,W13,R6,1
1315214065839,W51,R6,1
1314212944502,W13,R6,1
1314212797082,W13,R6,1
1314212804658,W19,R4,1
1314212629505,W42,R1,1
1315214359818,W74,R6,1
1321219935855,S23,R5,1
1318217194339,W56,R2,1
1319217771500,W19,R1,1
1323221713454,S44,R5,1
1315214326872,W13,R5,1
1318217342474,W49,R4,1
