document_control_number,source_reduction_activity_code,estimated_annual_reduction_code,activity_number
1316215357361,W64,R6,1
1324223153596,S11,R6,1
1317216057048,W21,R6,1
1314212394454,W36,R2,1
1319218496180,W13,R6,1
1315213761911,W42,R4,1
1315213910514,W13,R6,1
1317216377388,W56,R1,1
1319218394272,W42,R2,1
1324222989333,S25,R5,1
1318217345723,W29,R6,1
1318217217393,W50,R6,1
1319217742117,W15,R2,1
1322220981346,S21,R3,1
1323222175364,S33,R6,1
1314212414799,W52,R5,1
1316215710017,W52,R6,1
1322221114059,S24,R5,1
1322221221043,S44,R3,1
1315214006456,W52,R5,1
1322220732337,S23,R5,1
1318216769366,W13,R6,1
1314212322313,W13,R6,1
1315213792827,W42,R4,1
1315214011278,W84,R2,1
1319218069452,W19,R5,1
1319218265395,W15,R5,1
1316215662812,W89,R5,1
1320218687352,W19,R1,1
1322221502281,S44,R1,1
1317216234322,W58,R2,1
1319218340065,W81,R2,1
1316215329095,W78,R4,1
1320219333919,W39,R1,1
1315213673609,W21,R3,1
1316215104769,W42,R2,1
1319218636191,W58,R5,1
1323222249930,S25,R5,1
1324222444996,S06,R1,1
1319217809678,W50,R5,1
1318217174465,W53,R1,1
1317215905504,W89,R6,1
1316215352939,W52,R6,1
1323222043123,S06,R6,1
1317216200105,W19,R5,1
1315213978024,W19,R5,1
1317216296970,W52,R3,1
1318217071834,W43,R6,1
1322221060623,S21,R6,1
1316215364579,W19,R6,1
1316215640640,W13,R6,1
1318217283593,W58,R6,1
1320218879385,W52,R6,1
1321220275212,S34,R6,1
1323222019489,S05,R5,1
1315214344691,W19,R5,1
1324223202449,S21,R5,1
1324223165150,S04,R2,1
1319218515474,W50,R2,1
1323221542994,S21,R6,1
1321220142208,S34,R6,1
1321219702368,S41,R6,1
1318217262017,W19,R5,1
1316214992632,W19,R6,1
1314212647566,W42,R5,1
1315213581580,W42,R6,1
1318217021450,W14,R5,1
1323221713353,S35,R2,1
1314212779793,W13,R6,1
1318217447008,W82,R2,1
1315214218808,W68,R3,1
1324222530899,S21,R2,1
1323221724925,S14,R6,1
1324222596037,S44,R6,1
1318217534282,W84,R2,1
1319218098869,W58,R3,1
1322221388972,S42,R6,1
1319218335166,W13,R6,1
1324223058797,S24,R2,1
1324222898001,S12,R6,1
1316215295914,W19,R1,1
1315213217161,W15,R4,1
1314212976563,W39,R5,1
1315214235400,W13,R6,1
1318217501358,W52,R2,1
1315214160917,W19,R6,1
1323221828383,S22,R1,1
1314212303705,W58,R5,1
1314212345476,W15,R2,1
1314212517510,W13,R5,1
1315218623306,W15,R5,1
1315213663709,W49,R2,1
1314212919005,W13,R6,1
1323221534528,S11,R4,1
1314212347708,W19,R6,1
1317216318776,W58,R6,1
1321220042941,S03,R6,1
1317215973951,W42,R2,1
1314212941381,W84,R6,1
1321219990773,S04,R3,1
1324223041284,S21,R4,1
1320218717357,W36,R5,1
1324223091721,S35,R2,1
1317216320667,W56,R6,1
1314212723338,W42,R5,1
1315213223454,W13,R6,1
1315214385282,W29,R6,1
1319218134601,W71,R5,1
1322220734038,S41,R6,1
1316215232291,W32,R6,1
1322220635433,S21,R6,1
1322221218720,S21,R6,1
1317216229195,W81,R5,1
1314212759690,W43,R2,1
1320218833337,W39,R6,1
1314212655447,W52,R6,1
1315214170502,W29,R6,1
1317216424972,W74,R6,1
1323221788247,S21,R6,1
1314212718922,W13,R2,1
1324222550218,S04,R3,1
1315214381307,W13,R6,1
1317215892249,W42,R4,1
1314212786899,W13,R6,1
1318217511447,W19,R3,1
1317216315059,W53,R1,1
1318216879193,W49,R2,1
1319217746116,W61,R3,1
1324223240603,S24,R4,1
1317216421521,W39,R5,1
1321219974565,S21,R6,1
1316215105204,W42,R2,1
1316215741378,W60,R6,1
1321220163784,S24,R6,1
1322221218670,S44,R6,1
1323222340743,S06,R1,1
1324222971917,S24,R6,1
1323221635891,S24,R6,1
1315214329536,W21,R5,1
1322221021835,S04,R6,1
1322220716447,S21,R6,1
1323222349728,S35,R2,1
1318217057835,W81,R5,1
1316215117173,W19,R6,1
1324222838334,S03,R3,1
1322220958425,S25,R4,1
1321222524213,S44,R5,1
1322220682645,S03,R5,1
1316215448844,W13,R6,1
1318217113760,W19,R6,1
1322220746919,S44,R6,1
1316215666583,W81,R6,1
1321219910181,S11,R6,1
1318217280585,W36,R6,1
1322221522840,S41,R6,1
1323222053872,S24,R5,1
1323222067668,S04,R1,1
1323221544430,S24,R2,1
1319218215806,W13,R6,1
1316215750151,W19,R5,1
1317216306769,W39,R6,1
1322220660486,S03,R5,1
1314212543817,W19,R2,1
1317216352308,W52,R6,1
1320218765939,W19,R6,1
1316215559307,W29,R6,1
1320218950754,W19,R3,1
1322221592708,S25,R1,1
1319218198859,W35,R5,1
1316215290723,W42,R6,1
1314212349904,W31,R6,1
1319218454181,W31,R6,1
1314212465328,W13,R6,1
1315214088623,W42,R5,1
1316215291648,W19,R5,1
1323221758980,S44,R5,1
1316215197207,W73,R4,1
1317216548420,W58,R2,1
1314212631131,W19,R6,1
1315213984242,W36,R6,1
1314212310585,W13,R6,1
1317216057099,W21,R6,1
1316215120080,W42,R6,1
1323222393237,S41,R5,1
1319217959838,W58,R6,1
1323221803428,S05,R3,1
1324222449910,S42,R6,1
1323222333662,S21,R5,1
1322220848675,S41,R6,1
1322220705685,S25,R6,1
1322221155195,S34,R6,1
1316215431204,W50,R6,1
1319217709613,W89,R6,1
1323221532486,S21,R6,1
1320218933695,W13,R6,1
1322221299391,S24,R6,1
1320219343365,W59,R6,1
1315213804735,W13,R6,1
1323221649421,S44,R6,1
1315213569724,W19,R3,1
1314212388678,W14,R6,1
1322220887739,S06,R6,1
1316215349477,W52,R6,1
1320218905952,W42,R1,1
1317216234260,W58,R2,1
1318217463367,W19,R3,1
1315213717440,W52,R5,1
1324222897997,S12,R6,1
1321220482412,S21,R5,1
1319217799257,W21,R5,1
1316215605938,W19,R2,1
1315214381422,W50,R6,1
1314212876712,W36,R6,1
1315214043491,W14,R6,1
1319218130134,W39,R6,1
1314212551384,W29,R6,1
1318217411127,W51,R2,1
1317215818547,W19,R6,1
1314212321626,W13,R6,1
1319217978030,W19,R6,1
1317216600825,W51,R4,1
1319217698861,W55,R2,1
1322220770731,S33,R5,1
1314211926389,W58,R6,1
1320219033507,W52,R3,1
1314212574469,W19,R6,1
1315214457778,W56,R5,1
1319218365599,W49,R6,1
1321219715745,S04,R6,1
1323222275846,S21,R4,1
1321219461744,S22,R6,1
1318217181472,W52,R5,1
1321219989009,S21,R5,1
1316215471727,W50,R6,1
1318217455260,W19,R6,1
1321219553690,S44,R6,1
1323221818901,S41,R6,1
1323221608324,S21,R6,1
1324222878959,S41,R5,1
1324222770392,S25,R1,1
1322221266075,S41,R4,1
1321220352037,S05,R2,1
1318217186889,W50,R6,1
1321219790096,S35,R6,1
1323221636513,S22,R6,1
1314212605897,W19,R6,1
1319218189393,W42,R6,1
1314212322287,W13,R6,1
1316214948960,W58,R2,1
1320218740936,W52,R1,1
1315213720651,W42,R4,1
1316215342825,W74,R6,1
1320219414974,W32,R6,1
1314213000565,W15,R6,1
1323221713819,S41,R6,1
1316215241833,W84,R5,1
1323221818242,S41,R6,1
1321219783394,S04,R5,1
1320218653653,W29,R5,1
1314212302160,W58,R5,1
1321219881214,S04,R2,1
1322220662720,S21,R6,1
1314212759664,W43,R2,1
1323222387060,S34,R6,1
1319218322244,W15,R6,1
1322220717274,S35,R5,1
1314212818037,W19,R5,1
1315213894773,W19,R6,1
1314212639482,W52,R6,1
1322221106659,S41,R5,1
1318217282591,W51,R3,1
1315214076539,W42,R2,1
1320218701249,W19,R6,1
1322220997163,S43,R6,1
1320218897662,W32,R5,1
1324223047440,S11,R5,1
1315214128670,W57,R6,1
1314212953893,W13,R6,1
1318216874608,W50,R6,1
1323222124012,S44,R5,1
1314211916352,W78,R5,1
1323222137299,S44,R6,1
1315213585363,W52,R5,1
1318217126782,W21,R5,1
1319218050553,W78,R3,1
1316214986349,W75,R6,1
1314213079155,W22,R5,1
1316215756382,W13,R6,1
1315213541826,W13,R6,1
1323221741313,S24,R6,1
1319218415267,W36,R2,1
1315214335818,W52,R5,1
1318217416635,W14,R6,1
1315214215511,W58,R2,1
1321220412934,S22,R6,1
1324222423473,S03,R5,1
1324222961930,S21,R6,1
1318217055413,W19,R5,1
1314212394288,W19,R5,1
1324222848537,S31,R6,1
1322220807958,S22,R2,1
1314212390708,W52,R4,1
1322220880595,S14,R1,1
1323222041978,S35,R6,1
1314212960025,W19,R5,1
1318216952679,W52,R2,1
1315213716234,W52,R3,1
1318216694467,W82,R1,1
1318217040082,W14,R6,1
1323222307439,S33,R6,1
1321219792557,S11,R3,1
1319218532164,W50,R5,1
1319218503718,W58,R5,1
1318217440787,W52,R2,1
1316215374289,W25,R4,1
1317215813472,W49,R2,1
1314212863296,W42,R2,1
1317216113757,W13,R5,1
1320219221621,W52,R1,1
1319217665811,W74,R6,1
1321219829823,S01,R6,1
1320219414719,W58,R5,1
1323222314799,S24,R4,1
1320218811343,W19,R3,1
1324223191762,S44,R6,1
1322221503889,S06,R2,1
1322221021823,S04,R6,1
1323221878489,S44,R2,1
1319219302876,W59,R5,1
1321220076929,S21,R5,1
1314212423343,W42,R6,1
1317215909615,W54,R6,1
1323221775909,S06,R5,1
1317216053672,W58,R2,1
1322220796775,S06,R6,1
1314212607713,W21,R6,1
1320218801379,W82,R2,1
1314212556765,W25,R1,1
1320218747917,W36,R6,1
1321219719491,S44,R6,1
1317216376665,W14,R6,1
1315214109415,W19,R5,1
1315214111736,W42,R1,1
1314212845857,W58,R2,1
1319218486759,W81,R6,1
1319221472006,W19,R6,1
1319218515524,W58,R2,1
1321219785755,S11,R6,1
1324223082165,S44,R5,1
1315213891260,W58,R2,1
1315214170591,W13,R6,1
1323222044137,S35,R6,1
1323221556044,S21,R2,1
1322221283157,S25,R6,1
1319218412993,W19,R6,1
1323221636552,S41,R6,1
1323221684398,S24,R5,1
1317215830389,W19,R6,1
1317216513186,W32,R6,1
1324222862450,S44,R6,1
1314213044074,W25,R6,1
1319217869926,W19,R6,1
1317216317851,W58,R6,1
1320218674986,W13,R5,1
1317215919123,W89,R5,1
1314212501377,W15,R5,1
1318216818219,W82,R6,1
1322221472347,S11,R6,1
1319218263616,W13,R6,1
1316216972113,W52,R1,1
1318217301605,W13,R6,1
1316214979318,W58,R2,1
1316215455597,W42,R5,1
1318217159502,W52,R2,1
1314213011859,W50,R4,1
1322220766137,S21,R6,1
1314212509018,W58,R3,1
1324222772319,S12,R6,1
1320218908073,W74,R6,1
1319217836093,W13,R6,1
1320218825457,W49,R4,1
1316215067632,W52,R5,1
1322220911491,S21,R2,1
1317216255125,W56,R2,1
1321219828744,S21,R5,1
1317216373605,W63,R6,1
1316215446220,W13,R5,1
1317217545971,W58,R5,1
1316215033857,W29,R5,1
1316215769062,W56,R4,1
1314212918953,W13,R1,1
1314212737884,W29,R6,1
1314213031863,W72,R6,1
1315213909308,W42,R5,1
1324223159803,S21,R5,1
1324222681607,S41,R6,1
1318216984791,W19,R3,1
1317215995275,W82,R6,1
1315214193070,W52,R6,1
1315213760515,W19,R3,1
1319218289306,W61,R3,1
1320219279193,W50,R6,1
1324222813483,S41,R6,1
1320219224906,W19,R6,1
1315213929108,W19,R6,1
1314213104375,W71,R3,1
1322221016177,S21,R6,1
1315214227629,W42,R2,1
1320218962710,W56,R2,1
1324222555688,S06,R4,1
1321220082376,S42,R6,1
1324222800346,S24,R2,1
1316216627974,W59,R2,1
1317216117061,W14,R6,1
1321220348205,S02,R1,1
1314212514754,W19,R3,1
1319220607081,W13,R6,1
1314212322414,W13,R6,1
1324222410502,S21,R6,1
1319217757525,W31,R6,1
1318216911533,W19,R6,1
1322221071842,S42,R6,1
1320218674202,W13,R6,1
1316215381195,W19,R6,1
1316214998383,W81,R2,1
1321220164382,S03,R3,1
1321219668656,S24,R5,1
1322221469707,S21,R2,1
1315213930656,W43,R4,1
1324223023108,S02,R5,1
1322221328038,S05,R2,1
1322221434754,S24,R6,1
1316215771181,W15,R5,1
1318217158930,W13,R4,1
1321220015364,S44,R6,1
1318218642763,W19,R5,1
1322220729887,S42,R6,1
1324222559825,S06,R6,1
1319217933112,W66,R5,1
1323222116131,S03,R2,1
1323222149104,S03,R1,1
1319217848555,W14,R5,1
1320220589713,W22,R5,1
1323221560319,S43,R6,1
1314212451761,W52,R4,1
1319218307039,W52,R3,1
1314211924117,W19,R6,1
1322221504830,S25,R2,1
1323222338663,S24,R3,1
1316215298910,W39,R6,1
1314212555938,W15,R6,1
1314213079130,W31,R4,1
1315214203477,W49,R6,1
1316215040546,W19,R6,1
1315213839121,W32,R6,1
1318217493206,W81,R3,1
1315213983380,W58,R4,1
1314212652693,W52,R6,1
1323221625371,S33,R6,1
1317216138356,W59,R6,1
1314212347785,W14,R5,1
1314212610885,W42,R2,1
1315213685629,W19,R6,1
1316215176342,W52,R4,1
1318218071266,W49,R2,1
1323222574333,S43,R5,1
1323221823949,S41,R6,1
1318217420342,W71,R3,1
1323222062299,S34,R6,1
1321220284246,S44,R6,1
1319217837400,W14,R3,1
1321220109058,S21,R6,1
1321222367789,S21,R5,1
1321220516088,S21,R2,1
1323221895168,S23,R1,1
1320218840116,W42,R2,1
1318217331038,W50,R6,1
1323221642109,S24,R3,1
1315214230765,W15,R6,1
1319217978055,W14,R6,1
1324222987099,S35,R6,1
1324223120039,S21,R6,1
1322221322542,S44,R3,1
1322220765616,S41,R6,1
1323221649472,S44,R6,1
1316214965004,W14,R5,1
1319217950144,W15,R5,1
1321220552816,S03,R6,1
1314212927216,W13,R5,1
1323221768904,S03,R3,1
1315214449819,W52,R6,1
1321219880073,S23,R6,1
1317216149435,W19,R6,1
1316215390220,W14,R5,1
1315214161111,W51,R2,1
1317216433742,W51,R6,1
1321219839824,S11,R2,1
1324222981882,S24,R3,1
1314212465140,W42,R4,1
1316215662824,W89,R5,1
1315213940253,W43,R1,1
1315213984139,W42,R6,1
1324222496489,S41,R2,1
1321220123133,S21,R5,1
1323222137768,S42,R6,1
1318217547381,W49,R6,1
1320218747956,W36,R6,1
1320218887002,W58,R5,1
1319218263628,W19,R5,1
1323222323558,S35,R6,1
1315214442535,W42,R6,1
1319218206670,W58,R2,1
1323221916950,S06,R5,1
1317216318764,W58,R6,1
1316215384569,W15,R6,1
1317216385690,W72,R6,1
1315213592569,W52,R2,1
1318216910430,W58,R5,1
1314213027461,W32,R6,1
1316214963579,W52,R5,1
1314212551093,W58,R5,1
1316215394851,W13,R6,1
1317216254704,W19,R3,1
1324222711234,S41,R6,1
1322221355872,S23,R1,1
1321220463121,S24,R5,1
1315213230927,W13,R6,1
1324222856647,S23,R6,1
1322220697369,S24,R6,1
1320218609574,W58,R2,1
1319218467583,W13,R6,1
1323221560218,S21,R6,1
1316215717442,W51,R3,1
1315214249916,W13,R6,1
1314212536294,W13,R5,1
1314212491322,W42,R5,1
1316215005366,W33,R6,1
1317216129585,W13,R6,1
1316215539406,W66,R4,1
1322220898795,S44,R5,1
1318217305681,W19,R6,1
1321219750167,S24,R6,1
1315214308482,W13,R5,1
1317216601221,W19,R5,1
1315214215182,W29,R6,1
1319217772348,W19,R6,1
1319218464725,W58,R2,1
1314213006493,W32,R6,1
1315214377867,W50,R6,1
1314212324469,W31,R6,1
1314212848939,W13,R6,1
1317215934124,W42,R3,1
1324222473528,S44,R6,1
1320218964056,W58,R6,1
1314212471395,W13,R6,1
1319217705514,W42,R5,1
1317216009163,W49,R6,1
1316215295142,W71,R6,1
1315213753193,W58,R2,1
1314212786091,W42,R1,1
1324222923029,S41,R3,1
1314212535266,W13,R6,1
1321221489204,S44,R5,1
1317215881739,W52,R6,1
1317216637811,W19,R2,1
1314212610935,W23,R5,1
1317216435800,W36,R6,1
1317216279442,W13,R2,1
1318217449014,W52,R3,1
1314212636676,W42,R3,1
1314212437279,W74,R5,1
1314212797296,W72,R5,1
1318217760610,W74,R6,1
1319218059350,W13,R5,1
1319217760572,W72,R5,1
1316215753334,W41,R6,1
1319217825227,W64,R6,1
1323222104402,S25,R5,1
1315213895600,W84,R2,1
1321220387967,S11,R5,1
1322221342037,S41,R5,1
1324222585453,S06,R5,1
1323222016089,S44,R4,1
1316215325630,W50,R6,1
1323221681760,S21,R5,1
1320219123787,W36,R2,1
1324222667053,S21,R6,1
1318216771410,W29,R6,1
1318217041793,W82,R5,1
1318219408352,W13,R6,1
1314212871747,W58,R6,1
1318217227038,W22,R2,1
1314212521963,W21,R5,1
1314212900157,W52,R2,1
1316215600368,W42,R5,1
1318216952681,W52,R2,1
1322221515467,S35,R5,1
1319218119473,W13,R1,1
1314212543781,W52,R4,1
1322221367129,S05,R5,1
1315214148506,W19,R4,1
1316215727280,W13,R6,1
1314212846442,W49,R6,1
1317216435798,W32,R6,1
1316215251481,W19,R6,1
1317216448795,W54,R6,1
1314211894718,W52,R6,1
1322220650535,S44,R5,1
1316215167875,W58,R6,1
1315213743711,W19,R5,1
1316215004742,W78,R3,1
1322220905552,S35,R6,1
1318217034115,W42,R1,1
1320219160052,W39,R2,1
1317216592737,W19,R6,1
1314212399479,W42,R3,1
1319217862426,W42,R2,1
1317215943248,W64,R6,1
1320218765915,W19,R6,1
1321219629413,S21,R6,1
1322221406364,S21,R2,1
1322221058643,S44,R6,1
1322221072135,S23,R2,1
1319218032403,W58,R6,1
1316215217302,W52,R2,1
1320218956732,W58,R6,1
1320219216316,W14,R5,1
1319217905342,W19,R5,1
1316215408182,W42,R6,1
1319217768365,W19,R6,1
1324222736353,S41,R6,1
1323221932787,S35,R4,1
1319217849025,W19,R6,1
1319217864091,W42,R2,1
1321219767795,S24,R6,1
1316215362118,W19,R6,1
1323222031205,S24,R5,1
1316215410996,W71,R6,1
1314213029580,W13,R6,1
1324222651743,S21,R6,1
1315214286130,W42,R2,1
1317216589818,W42,R5,1
1315214365126,W58,R4,1
1316215202767,W49,R1,1
1316215751405,W13,R6,1
1318218447427,W19,R5,1
1319218154704,W74,R6,1
1315216736963,W53,R2,1
1316215191331,W42,R3,1
1323222068963,S25,R6,1
1324222944985,S11,R5,1
1317216260087,W19,R6,1
1320219432200,W89,R3,1
1316214954810,W29,R5,1
1316215018159,W64,R2,1
1323222145942,S12,R2,1
1324222762748,S04,R3,1
1322221113982,S24,R5,1
1314212584181,W15,R6,1
1322221236007,S04,R6,1
1316215199441,W42,R1,1
1323222030862,S41,R5,1
1323222031080,S06,R6,1
1320219274875,W64,R6,1
1319218276424,W39,R6,1
1320218993006,W58,R6,1
1321220063681,S41,R6,1
1324222762799,S04,R3,1
1320219070543,W81,R5,1
1315214440935,W52,R5,1
1322220839447,S24,R6,1
1319217981303,W52,R2,1
1318217170339,W56,R2,1
1315214141576,W21,R3,1
1322221698564,S31,R5,1
1314213053945,W42,R6,1
1317216116335,W58,R5,1
1315214068316,W55,R3,1
1317215943200,W78,R6,1
1314212941571,W81,R6,1
1316215523731,W50,R5,1
1320218718144,W53,R6,1
1319218556924,W82,R5,1
1316215497470,W25,R5,1
1318218539068,W74,R5,1
1315213576162,W82,R6,1
1315216737080,W53,R2,1
1315214371825,W42,R5,1
1321220069025,S34,R6,1
1316215471032,W58,R3,1
1317215973936,W82,R4,1
1314212322388,W13,R6,1
1318218117834,W19,R3,1
1323221550243,S03,R5,1
1324223181900,S25,R6,1
1314211932013,W49,R5,1
1324222522942,S44,R2,1
1314218588731,W52,R6,1
1324222793907,S35,R2,1
1323221966777,S24,R5,1
1317216571861,W42,R2,1
1321220034084,S42,R6,1
1322221468224,S06,R6,1
1315213969052,W19,R6,1
1317216041424,W29,R2,1
1322221497353,S31,R6,1
1316215310754,W53,R6,1
1324222878922,S06,R4,1
1315214107260,W13,R5,1
1320219230796,W39,R4,1
1323222157467,S33,R6,1
1314212683876,W19,R6,1
1324222987024,S35,R6,1
1316215477213,W63,R6,1
1317215880459,W50,R3,1
1318217184264,W51,R2,1
1319218244705,W13,R5,1
1315213593167,W13,R6,1
1314212407605,W19,R2,1
1317216199570,W19,R5,1
1321220353472,S23,R5,1
1318217132947,W13,R6,1
1323222049470,S23,R6,1
1314214937575,W36,R3,1
1314212996730,W58,R1,1
1315214331353,W13,R6,1
1321219767771,S24,R6,1
1317216114254,W42,R3,1
1314212875607,W58,R6,1
1315214060814,W68,R5,1
1316215538950,W49,R6,1
1317216424945,W74,R6,1
1314212322376,W13,R6,1
1314212881510,W50,R6,1
1317216256533,W19,R5,1
1323221806704,S04,R6,1
1314212569091,W13,R5,1
1319218183960,W41,R4,1
1317215882174,W13,R6,1
1322221048085,S44,R6,1
1321219624552,S06,R2,1
1319217705021,W19,R6,1
1321220086526,S21,R2,1
1324223057249,S21,R6,1
1324222496174,S24,R6,1
1323222346102,S21,R6,1
1314212753863,W13,R6,1
1315213706029,W39,R6,1
1316215288679,W19,R6,1
1324222561983,S35,R6,1
1315213993088,W14,R6,1
1320219236647,W52,R5,1
1315213962362,W50,R6,1
1318216697209,W74,R3,1
1323221735816,S44,R6,1
1323222250324,S33,R1,1
1324222578371,S41,R5,1
1316215010897,W56,R1,1
1320219003896,W52,R6,1
1324222448680,S25,R3,1
1319218289318,W67,R3,1
1323222076883,S11,R6,1
1324222857397,S02,R5,1
1314213026952,W13,R6,1
1314212569115,W52,R3,1
1314212551360,W29,R6,1
1316219407071,W29,R5,1
1319218154680,W74,R6,1
1324222712376,S21,R5,1
1322220670463,S25,R5,1
1314212409371,W52,R2,1
1320218625426,W58,R4,1
1319218411686,W53,R3,1
1321220199917,S24,R6,1
1317216563852,W29,R6,1
1323222166807,S25,R4,1
1315214388959,W21,R6,1
1316215587179,W58,R4,1
1316215770429,W74,R6,1
1316215187194,W58,R1,1
1317215842283,W13,R6,1
1321220124895,S22,R6,1
1322221311968,S11,R1,1
1314212709481,W29,R6,1
1315215788643,W68,R6,1
1322221055914,S44,R6,1
1324222579118,S25,R5,1
1318217538368,W19,R5,1
1315214459024,W52,R3,1
1316215111675,W13,R5,1
1321221498342,S25,R6,1
1317216342749,W61,R6,1
1314213125976,W39,R6,1
1315214237479,W19,R4,1
1319218406647,W58,R1,1
1324222732568,S41,R6,1
1321220142362,S34,R6,1
1314213126915,W52,R5,1
1322221339551,S25,R6,1
1316215554369,W58,R6,1
1315214228658,W19,R5,1
1318217301656,W13,R6,1
1321219918392,S24,R3,1
1324223124090,S21,R6,1
1324223183563,S02,R3,1
1324223121195,S21,R5,1
1319218565149,W13,R5,1
1314212400980,W13,R6,1
1317216432486,W60,R3,1
1315213225319,W84,R4,1
1316215689757,W58,R4,1
1318218571533,W21,R5,1
1317216422915,W14,R6,1
1314212539314,W49,R2,1
1319217802343,W50,R6,1
1319218326611,W49,R5,1
1315213669664,W49,R5,1
1318218552469,W71,R6,1
1314212351276,W58,R2,1
1316215538885,W49,R6,1
1315213959063,W19,R4,1
1324222527133,S21,R6,1
1320220599880,W33,R1,1
1322220769448,S21,R6,1
1315213764614,W13,R6,1
1322220680348,S42,R3,1
1317216135234,W58,R6,1
1322221116371,S06,R3,1
1317216284505,W33,R6,1
1314212427987,W13,R6,1
1321220120885,S25,R6,1
1314213044290,W58,R6,1
1315214331480,W13,R6,1
1319218377632,W19,R6,1
1318216935116,W29,R6,1
1314212792764,W19,R6,1
1323222093395,S44,R5,1
1317216110054,W52,R6,1
1316215740390,W13,R6,1
1316215361496,W19,R6,1
1317216618835,W42,R6,1
1314212369868,W13,R6,1
1315214161630,W52,R3,1
1319217885452,W41,R6,1
1317216260101,W49,R6,1
1316215503893,W19,R5,1
1321219700857,S21,R6,1
1314212574317,W51,R5,1
1314212747392,W56,R6,1
1315214394482,W74,R5,1
1314213015290,W58,R5,1
1321220659522,S24,R5,1
1317216217721,W14,R5,1
1317215816669,W13,R6,1
1317215830377,W19,R6,1
1320219337742,W52,R5,1
1315213804444,W49,R6,1
1324223044090,S23,R3,1
1320218650202,W39,R5,1
1321220243176,S06,R2,1
1316215715069,W42,R6,1
1321220001111,S44,R3,1
1321219516554,S25,R4,1
1322220685756,S14,R5,1
1323221628516,S21,R5,1
1316215166683,W32,R6,1
1321220187898,S22,R6,1
1323221749031,S04,R5,1
1324222859252,S03,R1,1
1323222201600,S03,R6,1
1324222408458,S21,R5,1
1315213672924,W29,R3,1
1321220014284,S42,R6,1
1319217865120,W29,R6,1
1322220647578,S25,R4,1
1322220685782,S14,R5,1
1317216117073,W14,R6,1
1322221025657,S21,R6,1
1320218724209,W89,R4,1
1321219788015,S04,R2,1
1314212468654,W58,R3,1
1314212578660,W19,R6,1
1324222774580,S14,R6,1
1314212400206,W13,R6,1
1324223184843,S34,R6,1
1319217663412,W19,R6,1
1319217757588,W29,R6,1
1322220969493,S03,R6,1
1315213926862,W78,R6,1
1317215941788,W15,R6,1
1320218692871,W56,R4,1
1321219735913,S25,R3,1
1318217403498,W52,R2,1
1319217803143,W13,R6,1
1322221251008,S41,R5,1
1315213857877,W13,R5,1
1324223030800,S06,R1,1
1314212460594,W13,R3,1
1318217335607,W82,R6,1
1315214424931,W42,R2,1
1317216065007,W81,R5,1
1314213041787,W15,R4,1
1314212543146,W42,R2,1
1321219774623,S14,R4,1
1322221057161,S06,R1,1
1314211912478,W23,R6,1
1320218964068,W58,R5,1
1319217865106,W29,R6,1
1323222157226,S06,R5,1
1318217141997,W58,R1,1
1315214427270,W84,R5,1
1318216806012,W58,R6,1
1315214073809,W13,R2,1
1324222987036,S35,R6,1
1316215188943,W13,R6,1
1320218806420,W78,R6,1
1324222800373,S24,R2,1
1319217991482,W13,R4,1
1319218071429,W19,R6,1
1320220589725,W22,R5,1
1322221223858,S14,R2,1
1323221965876,S04,R1,1
1314212914701,W13,R3,1
1317216548519,W58,R2,1
1316215116474,W51,R6,1
1316215656733,W13,R6,1
1320218886909,W52,R6,1
1323221720218,S31,R6,1
1315214384531,W51,R4,1
1315213727934,W14,R5,1
1324222905150,S42,R6,1
1317216072912,W61,R5,1
1315213646502,W58,R3,1
1314212797284,W72,R5,1
1314212673711,W25,R5,1
1324222762775,S04,R3,1
1324222822835,S03,R6,1
1314212975914,W19,R3,1
1315214157012,W13,R6,1
1317216009187,W49,R6,1
1318216842031,W81,R3,1
1314213018942,W19,R6,1
1316214949190,W19,R6,1
1315213615368,W13,R6,1
1317216039774,W21,R6,1
1314212675060,W61,R2,1
1314212309785,W13,R6,1
1314212588533,W21,R5,1
1320219219831,W19,R6,1
1314212637058,W42,R5,1
1316215040522,W52,R6,1
1316215471006,W58,R3,1
1322220906111,S31,R6,1
1323221950506,S12,R5,1
1320218865754,W19,R6,1
1321219921259,S35,R6,1
1316215117918,W58,R6,1
1322221218769,S44,R6,1
1318217819503,W13,R5,1
1317215988686,W58,R2,1
